submissionDate,state,totalCases,newCases,totalDeaths,newDeaths
12/09/2020,GA,517779,5512,9921,48
04/01/2022,AR,833029,107,11237,7
01/02/2022,AK,151583,0,947,0
11/28/2021,PW,10,0,0,0
10/20/2021,NYC,1113102,1136,34489,10
09/23/2021,AR,489856,1540,7548,20
04/24/2021,OK,447848,229,7246,2
06/07/2020,MA,99562,261,7519,39
03/03/2021,NYC,742175,4909,29609,64
02/23/2021,FL,1845258,7066,31763,102
08/01/2021,MA,721182,701,18082,0
04/18/2021,AS,0,0,0,0
10/27/2020,FL,772625,4050,17663,44
03/18/2020,MA,256,38,2,2
07/19/2021,HI,37839,122,520,0
11/29/2020,FL,976272,6446,19735,93
11/16/2020,FL,877265,7336,18748,62
09/25/2020,PW,0,0,0,0
03/22/2020,OK,877,74,7,1
06/02/2020,WV,2056,28,78,2
04/28/2020,AS,0,0,0,0
09/18/2020,KS,52285,1415,596,10
03/03/2020,CO,1,0,0,0
09/14/2020,PW,0,0,0,0
03/22/2022,MA,1688534,814,20056,15
12/05/2021,OK,672227,0,11272,0
03/23/2021,NYC,818299,2910,30813,51
12/24/2021,WV,319035,0,5251,0
02/13/2022,AR,806877,801,10065,40
11/06/2021,PR,185176,178,3236,2
03/29/2021,HI,29608,80,459,0
07/30/2021,FL,2616095,19992,39959,151
02/09/2021,CO,418422,840,5746,13
08/02/2021,MP,196,6,2,0
06/09/2020,PW,0,0,0,0
02/02/2022,NYC,2244669,3471,38680,107
08/01/2020,TX,430485,9539,10159,209
02/13/2022,MA,1648656,0,22791,0
05/08/2021,MP,169,0,2,0
12/25/2020,AS,3,0,0,0
02/25/2022,PR,472727,243,4101,3
06/21/2020,NYC,215135,385,22797,15
08/18/2021,PR,160377,379,2696,14
09/27/2021,AS,1,0,0,0
01/18/2021,CO,387357,968,5386,7
05/11/2020,CO,20319,225,986,15
01/07/2021,AK,47798,337,294,1
09/25/2021,MA,804280,1451,18545,4
12/19/2021,AR,543648,406,8956,14
12/20/2020,KS,200426,0,2341,0
03/23/2021,MP,158,1,2,0
03/30/2021,PW,0,0,0,0
12/11/2020,HI,18665,79,267,1
05/15/2020,OK,6017,98,312,3
10/30/2021,MA,851922,0,18996,0
12/30/2020,UT,271940,2614,1256,21
07/23/2020,MP,38,0,2,0
09/03/2021,FL,3338579,17261,51551,391
01/13/2022,NYC,2057960,12155,36519,139
10/30/2021,NYC,1121595,0,34568,0
03/25/2020,KS,98,0,2,0
07/15/2020,AR,30297,564,335,4
12/21/2020,TX,1591948,10280,28782,232
09/18/2021,WV,221513,2074,3370,0
04/03/2020,AS,0,0,0,0
03/19/2021,FL,1962253,4946,33484,57
03/20/2021,TX,2743179,3794,48175,74
05/03/2021,AK,65678,91,342,1
02/07/2020,NYC,0,0,0,0
02/04/2022,MA,1630462,4758,22379,63
10/28/2020,NYC,265267,913,23687,5
07/28/2021,UT,430143,843,2447,6
06/01/2021,AR,341450,69,5834,1
09/15/2020,OK,77354,1279,1194,7
08/31/2021,AR,452891,2626,6934,22
12/14/2020,GA,546558,3720,10104,28
10/30/2021,FL,3670161,965,61261,45
06/16/2020,HI,732,5,17,0
04/16/2021,AK,63262,181,341,0
09/29/2020,TX,743284,4062,16850,53
05/01/2021,FL,2199767,3905,35746,52
02/07/2021,AS,3,0,0,0
05/15/2020,PR,1094,10,111,1
02/17/2020,CO,0,0,0,0
12/15/2020,WV,65708,1314,1012,34
12/06/2020,MP,109,3,2,0
08/12/2020,WV,8008,133,153,6
02/26/2021,AS,4,0,0,0
03/24/2021,CO,463454,1198,6077,3
10/25/2020,HI,14618,117,211,0
06/02/2021,UT,406482,200,2305,3
09/26/2021,KS,405787,664,6009,14
12/31/2020,HI,21026,175,286,3
09/04/2021,UT,470593,1164,2665,6
06/08/2021,OK,454094,124,7327,2
06/27/2021,PW,2,0,0,0
09/28/2021,GA,1569405,3865,25757,137
10/08/2021,AS,3,0,0,0
09/26/2021,TX,4002111,5025,62942,156
02/18/2021,NYC,691598,4687,28683,87
02/26/2020,FL,0,0,0,0
03/22/2021,PW,0,0,0,0
03/02/2020,AR,0,0,0,0
11/25/2020,UT,183902,1781,834,26
01/24/2022,KS,695675,14270,7336,17
05/31/2021,HI,35035,27,497,0
07/21/2021,MP,188,0,2,0
08/19/2021,AS,0,0,0,0
09/14/2020,PR,19252,76,542,14
02/03/2022,TX,6308728,28145,78981,323
11/30/2021,UT,595801,1195,3528,20
02/14/2022,PR,469044,193,4032,2
03/15/2022,AS,779,224,0,0
08/11/2021,MP,210,0,2,0
04/15/2021,FL,2113760,7281,34888,61
03/10/2021,UT,376327,658,1992,2
09/25/2020,MP,69,0,2,0
07/17/2020,HI,1328,19,23,1
05/15/2020,TX,45198,1347,1503,40
09/03/2020,TX,625347,3680,15068,92
12/25/2020,MP,122,4,2,0
07/02/2020,MA,104016,158,8169,20
03/26/2021,AK,59766,177,337,2
01/16/2021,HI,23604,156,317,2
03/01/2020,TX,0,0,0,0
12/24/2021,OK,696373,2163,11336,0
04/10/2021,AR,332053,171,5661,0
10/04/2020,GA,341302,940,7162,28
07/03/2020,MP,31,1,2,0
03/04/2022,GA,2470384,1295,35782,74
06/17/2020,GA,59684,1094,2575,46
04/21/2020,MP,14,0,2,0
03/14/2021,AK,58117,107,331,0
12/13/2021,HI,86372,147,1047,0
06/11/2021,AR,343609,393,5859,3
09/01/2021,PR,171614,550,2879,13
04/26/2021,NYC,923790,1171,32473,30
04/11/2020,AK,257,11,9,0
02/22/2021,WV,129854,238,2263,2
03/09/2021,CO,447986,820,5997,7
03/07/2021,WV,133445,155,2325,2
09/03/2021,TX,3661361,26615,56598,302
05/14/2020,MP,19,0,2,0
07/24/2021,HI,38741,242,524,0
11/24/2021,UT,589715,1804,3470,13
07/16/2020,UT,32587,923,235,1
08/19/2020,KS,35890,723,411,6
03/05/2022,UT,924248,0,4453,0
09/11/2020,KS,48386,976,511,16
09/10/2021,NYC,1051906,1691,33980,16
06/14/2020,OK,10767,288,398,1
12/26/2020,HI,20537,109,283,0
03/19/2020,OK,661,94,1,1
07/24/2020,MA,107897,214,8529,23
02/28/2022,PW,3781,0,6,0
06/09/2020,AK,578,11,15,0
05/28/2021,HI,34844,37,495,0
04/28/2020,AR,3121,66,52,2
11/28/2020,TX,1259657,4325,23898,177
11/18/2021,UT,581165,1789,3411,13
10/23/2021,OK,639720,0,10616,0
04/28/2020,UT,4423,116,45,1
12/08/2021,AS,10,0,0,0
12/04/2021,FL,3726076,1657,62320,19
03/27/2020,AR,386,37,3,0
04/25/2021,NYC,922619,1693,32443,46
04/17/2020,AK,309,9,9,0
02/11/2021,CO,421166,1544,5781,11
03/16/2021,GA,1036506,1743,18287,25
12/05/2021,AR,533356,383,8739,18
03/18/2021,UT,380340,560,2041,4
03/03/2021,MA,584743,1899,16333,30
06/12/2021,TX,2967034,1068,51174,16
12/12/2020,TX,1464374,16372,26767,228
11/06/2020,MA,167274,2113,10154,13
03/15/2022,NYC,2290200,1183,39996,31
12/13/2021,AK,148380,405,857,1
07/10/2021,WV,164517,52,2908,0
02/25/2020,UT,0,0,0,0
10/17/2021,AS,3,0,0,0
08/04/2021,MA,724018,1032,18091,5
02/24/2021,CO,434661,1326,5917,10
05/22/2021,UT,404246,262,2290,1
12/27/2020,TX,1668597,8046,30206,258
07/30/2021,NYC,975883,1328,33533,6
03/29/2020,PR,51,35,2,1
03/12/2020,OK,174,20,0,0
04/07/2021,AS,0,0,0,0
12/04/2020,UT,209170,3005,925,8
05/26/2020,AS,0,0,0,0
02/09/2020,MA,1,0,0,0
11/07/2020,AR,120828,1598,2068,12
12/17/2021,CO,875443,1903,9862,21
03/14/2021,UT,378379,396,2027,6
02/05/2021,NYC,636356,6231,27575,78
07/23/2020,AS,0,0,0,0
02/21/2020,UT,0,0,0,0
11/29/2020,PR,55301,806,1092,12
04/28/2020,CO,14580,501,736,30
05/08/2020,WV,1323,26,52,1
05/18/2021,UT,402988,257,2271,12
03/23/2020,OK,937,60,10,3
06/27/2020,OK,17367,585,431,3
01/26/2022,CO,1249415,8460,10953,20
07/07/2021,AK,68674,40,370,0
10/17/2021,WV,260444,859,4108,0
12/06/2021,GA,1671787,2912,30691,36
06/03/2020,NYC,208145,697,22270,40
04/03/2021,OK,443069,209,7161,8
03/18/2020,CO,211,30,2,0
11/01/2020,MP,96,4,2,0
02/22/2020,NYC,0,0,0,0
01/22/2020,MP,0,0,0,0
07/15/2020,MA,106128,142,8397,12
02/07/2020,AR,0,0,0,0
03/07/2021,OK,435667,248,7001,10
04/30/2021,PR,133648,600,2304,4
11/07/2020,HI,15707,123,219,1
06/07/2021,NYC,951244,260,33308,11
05/17/2021,UT,402731,164,2259,1
03/15/2022,WV,495728,189,6598,39
07/22/2020,PW,0,0,0,0
01/02/2021,HI,21417,159,287,0
06/24/2020,AS,0,0,0,0
01/16/2022,KS,621273,0,7162,0
03/19/2020,UT,68,28,0,0
03/10/2020,WV,0,0,0,0
11/28/2020,GA,467564,3038,9424,44
03/12/2021,MA,598859,1786,16651,36
04/03/2020,AR,738,59,12,0
05/20/2021,CO,544809,907,6478,6
04/06/2020,AR,915,62,16,0
05/27/2021,UT,405387,309,2294,2
09/14/2020,OK,76075,647,1187,8
07/09/2021,UT,418976,655,2393,4
02/24/2021,PR,101025,250,2008,8
04/10/2021,OK,444659,227,7198,4
03/31/2021,OK,442381,262,7150,4
09/18/2020,CO,65536,626,2009,3
01/03/2022,GA,1887315,47436,31443,0
10/08/2020,HI,13110,0,164,1
02/11/2020,MP,0,0,0,0
10/27/2020,AS,0,0,0,0
08/08/2021,FL,2789651,15419,41895,238
01/06/2022,NYC,1829862,49698,35796,107
03/13/2021,AK,58010,169,331,0
06/08/2021,PW,1,0,0,0
03/16/2020,PW,0,0,0,0
06/29/2020,OK,18178,429,436,4
02/07/2022,NYC,2254586,1492,39013,136
10/05/2020,FL,703396,2277,16565,41
08/26/2020,AR,58023,649,732,21
04/23/2020,PR,729,34,71,8
08/05/2020,AS,0,0,0,0
07/02/2021,AS,0,0,0,0
02/17/2021,CO,427002,1117,5838,10
08/19/2021,AK,79038,631,404,0
06/24/2020,TX,125921,5551,2766,67
01/19/2021,MA,476526,3085,13956,65
10/02/2020,AK,8170,141,73,2
03/11/2020,HI,2,0,0,0
11/11/2020,AK,20388,490,142,6
03/10/2020,AK,0,0,0,0
04/03/2022,AR,833128,38,11265,14
09/12/2020,NYC,240216,351,23451,4
05/16/2020,KS,7886,0,172,0
11/13/2020,OK,170215,4065,2269,27
04/04/2021,AS,0,0,0,0
10/02/2021,WV,243671,1567,3722,0
12/15/2020,FL,1129425,11343,21256,116
01/31/2020,KS,0,0,0,0
05/09/2020,OK,5300,112,293,5
07/06/2021,GA,1136893,344,21457,5
02/08/2022,KS,748520,0,7725,0
07/16/2020,HI,1309,23,22,0
06/17/2021,MA,709187,107,17957,4
04/16/2021,OK,446071,241,7215,1
01/18/2022,UT,790216,39882,3979,28
01/12/2021,MP,128,3,2,0
05/10/2020,AS,0,0,0,0
02/21/2021,HI,27075,64,428,1
11/04/2020,CO,122693,3106,2333,22
12/09/2020,AK,37827,573,242,2
10/09/2020,UT,83290,1343,505,4
04/24/2020,OK,3788,89,209,7
08/25/2021,AR,441246,2781,6774,25
02/18/2022,FL,5780074,5413,71428,123
09/18/2020,GA,317825,2207,6537,63
05/04/2020,WV,1224,29,50,0
07/07/2020,FL,218491,9825,4380,100
02/14/2021,KS,286102,0,4364,0
02/04/2021,UT,351273,1273,1711,14
09/08/2020,FL,636331,2308,14842,80
07/12/2021,KS,321109,224,5188,6
04/04/2020,OK,2053,90,56,10
12/30/2020,HI,20851,104,283,0
11/02/2021,PR,184589,118,3227,3
12/04/2021,GA,1668875,0,30655,0
09/19/2020,AS,0,0,0,0
01/05/2022,GA,1928942,24024,31521,27
02/24/2020,CO,0,0,0,0
03/18/2020,MP,0,0,0,0
12/01/2020,TX,1296972,18540,24455,200
08/05/2020,PW,0,0,0,0
04/26/2021,TX,2866263,1918,49788,29
12/15/2021,HI,86857,278,1052,5
07/04/2021,NYC,956553,164,33435,5
03/05/2022,GA,2470384,0,35782,0
04/21/2020,OK,3531,157,181,10
06/03/2021,CO,553860,685,6603,13
01/13/2022,KS,601859,0,7141,0
11/05/2021,KS,440303,2107,6495,47
10/24/2021,MP,291,1,3,0
03/11/2021,PR,103866,160,2065,4
08/22/2020,AS,0,0,0,0
10/06/2021,KS,415431,1156,6106,35
07/07/2021,MP,184,0,2,0
09/24/2021,KS,404459,1265,5981,62
07/09/2020,AK,1273,47,20,2
07/22/2021,KS,326497,769,5218,0
07/28/2020,AR,40181,734,428,20
12/19/2021,PR,195867,2747,3285,1
08/07/2020,NYC,230359,319,23298,7
02/19/2021,MA,565794,1818,15838,50
04/08/2020,HI,458,9,5,0
03/03/2020,KS,0,0,0,0
12/11/2021,KS,486109,0,6830,0
03/22/2020,CO,605,119,6,1
05/24/2020,MA,92675,1013,6812,62
10/31/2021,UT,549882,0,3208,0
04/13/2020,AR,1410,103,30,1
07/07/2021,OK,460131,456,7407,1
05/02/2021,AR,336105,137,5743,2
07/23/2020,MA,107683,270,8506,14
03/15/2020,UT,21,15,0,0
03/15/2022,GA,2478986,1249,36294,47
03/21/2021,FL,1969220,2980,33588,51
12/05/2020,UT,212844,3674,939,14
02/21/2022,FL,5789875,3676,71727,114
11/16/2020,KS,122741,7234,1266,7
06/16/2020,AK,681,13,16,0
02/11/2021,AK,54263,132,310,0
06/12/2020,OK,10093,355,394,3
11/22/2020,UT,177176,3197,793,6
10/12/2021,WV,254648,753,3995,19
12/14/2020,MA,294231,3653,11542,53
12/21/2020,HI,20025,132,280,0
10/04/2020,OK,98813,912,1422,10
07/31/2021,NYC,977211,1328,33539,6
12/25/2021,FL,3946638,20887,62839,34
08/22/2021,AS,0,0,0,0
07/26/2020,OK,39407,385,616,12
07/13/2021,AR,358949,1476,5970,15
04/10/2020,FL,17331,1089,565,40
02/21/2021,GA,985505,1758,16744,2
11/07/2020,AK,18381,607,128,3
08/14/2021,KS,348746,818,5388,3
05/26/2021,AR,340698,183,5827,3
08/24/2020,TX,580384,2847,14057,119
01/29/2022,GA,2346518,0,32868,0
03/06/2020,CO,8,7,0,0
03/21/2021,HI,28834,71,451,1
02/12/2020,FL,0,0,0,0
06/18/2021,AR,345164,219,5870,1
03/01/2021,TX,2647845,3821,46538,136
03/02/2020,PR,0,0,0,0
09/05/2021,PW,4,0,0,0
12/20/2020,MP,116,1,2,0
02/08/2020,HI,0,0,0,0
10/04/2021,CO,687553,1378,7626,12
03/24/2020,PR,1,0,1,0
08/30/2021,OK,551958,1903,8002,39
02/27/2020,OK,19,3,0,0
04/13/2020,CO,7907,384,308,18
10/19/2021,OK,636760,895,10535,14
11/11/2020,MP,100,0,2,0
07/16/2021,HI,37455,137,520,1
07/27/2020,UT,38915,413,283,8
03/20/2020,NYC,10532,2976,56,24
11/16/2020,HI,16471,92,221,0
04/01/2021,AK,60768,230,340,0
09/27/2021,HI,76006,248,752,0
05/02/2020,MP,14,0,2,0
02/18/2022,WV,481818,1126,6162,16
05/04/2021,AK,65762,84,342,0
04/03/2021,PR,111232,427,2120,4
04/06/2020,PR,264,27,13,2
05/21/2020,FL,47763,722,2297,39
08/30/2020,MP,56,2,2,0
08/28/2020,CO,58161,434,1937,6
06/16/2021,MA,709080,68,17953,4
09/17/2021,PW,7,0,0,0
08/15/2020,TX,528838,8245,12891,163
05/15/2021,WV,158230,307,2757,1
10/01/2021,AS,1,0,0,0
01/18/2022,MP,4067,96,21,0
10/28/2020,FL,776819,4194,17700,37
01/30/2021,UT,345430,1468,1663,8
11/12/2020,CO,155527,5676,2468,25
05/20/2020,PR,1173,45,114,1
04/02/2020,GA,5443,637,176,22
06/13/2021,AS,0,0,0,0
03/08/2021,CO,447166,652,5990,1
06/14/2021,WV,163144,69,2853,4
07/18/2020,PW,0,0,0,0
12/06/2021,AS,10,0,0,0
07/14/2021,CO,570074,503,6869,8
05/13/2021,HI,33835,73,486,0
03/26/2022,GA,2485736,0,36771,0
03/21/2020,UT,125,23,0,0
02/05/2020,PW,0,0,0,0
01/18/2022,CO,1163563,10646,10662,3
01/21/2021,AR,279220,3106,4496,55
08/19/2021,FL,3037115,24475,45554,384
01/26/2022,KS,709838,14163,7388,52
06/15/2021,TX,2969037,1307,51231,17
02/16/2022,MP,7927,0,25,0
06/18/2021,PR,140897,47,2528,1
07/17/2020,MA,106487,216,8424,16
06/21/2021,KS,316695,54,5129,0
12/15/2020,AK,40876,272,262,3
03/10/2021,MA,595264,1657,16588,37
11/05/2020,FL,814111,5175,18088,51
03/15/2022,UT,925966,94,4550,5
04/10/2021,AS,0,0,0,0
02/18/2020,WV,0,0,0,0
01/02/2022,MP,3297,10,17,3
01/27/2021,AR,288964,1777,4742,52
05/05/2020,TX,33369,1037,1168,30
01/26/2020,GA,0,0,0,0
05/08/2020,PR,944,24,100,4
01/28/2020,HI,0,0,0,0
02/25/2020,AS,0,0,0,0
06/08/2020,CO,28726,134,1543,16
10/21/2020,PW,0,0,0,0
03/08/2020,MA,28,19,0,0
12/09/2021,PR,189384,158,3274,0
04/02/2021,FL,2035203,5867,34241,65
05/01/2021,MA,690279,1306,17617,7
06/05/2020,KS,10393,223,232,10
10/16/2020,AS,0,0,0,0
08/02/2021,AR,389280,844,6199,42
03/05/2020,PW,0,0,0,0
12/23/2021,GA,1724105,10012,31169,45
08/23/2021,KS,358843,928,5498,4
05/28/2021,GA,1122711,545,20820,46
04/22/2021,OK,447408,232,7241,5
09/09/2020,GA,299621,2192,6128,58
10/06/2021,AK,114708,851,564,3
04/03/2022,AK,239750,0,1195,0
12/26/2021,AS,11,0,0,0
10/07/2021,HI,78405,278,821,8
03/08/2022,MA,1678247,628,23679,65
09/14/2021,AK,93039,676,451,6
01/25/2022,NYC,2215642,6415,37925,157
03/20/2021,PW,0,0,0,0
07/25/2021,KS,328257,495,5241,1
10/08/2020,GA,348022,1827,7294,35
02/16/2021,HI,26819,16,423,0
06/05/2021,MP,183,0,2,0
10/04/2020,NYC,250096,680,23555,3
05/27/2021,CO,550381,788,6545,14
04/19/2020,WV,863,38,18,0
01/16/2021,KS,256134,0,3502,0
04/05/2021,KS,303227,354,4927,-5
08/02/2020,WV,6854,119,117,1
04/30/2021,MA,688973,1335,17610,7
12/30/2020,WV,84225,1452,1318,34
02/21/2021,KS,290832,0,4614,0
11/25/2020,HI,17298,100,233,2
01/27/2022,FL,5498500,30422,67490,212
06/02/2021,NYC,949838,171,33265,12
03/26/2021,OK,441261,245,7122,3
10/22/2021,NYC,1114016,0,34503,0
01/04/2022,MA,1192549,18845,20410,95
05/24/2021,PR,139170,12,2470,7
12/28/2020,CO,341549,1768,4631,21
07/18/2021,TX,3029285,2101,51651,11
07/15/2020,TX,282365,7307,5966,255
07/29/2021,TX,3096756,8211,51984,35
02/07/2021,MP,133,0,2,0
11/20/2021,AK,142717,0,832,0
10/30/2021,AR,512994,464,8370,17
10/23/2020,MP,88,0,2,0
09/03/2020,MA,121546,415,9112,11
10/15/2021,GA,1615699,1905,27774,209
04/11/2021,CO,489083,1378,6157,2
02/13/2020,NYC,0,0,0,0
02/17/2020,NYC,0,0,0,0
11/01/2020,PW,0,0,0,0
10/06/2020,UT,79439,716,488,6
03/10/2022,NYC,2285511,839,39927,13
05/12/2020,HI,626,3,17,0
08/17/2021,WV,174818,639,2990,2
04/14/2021,AR,332666,220,5680,7
02/09/2020,HI,0,0,0,0
03/22/2021,UT,381788,159,2062,0
02/16/2020,AK,0,0,0,0
12/11/2020,KS,185294,5491,2072,131
08/21/2020,TX,567580,5021,13725,122
08/12/2020,OK,50175,876,797,13
11/02/2020,AS,0,0,0,0
08/10/2020,GA,224627,2676,4229,30
11/16/2021,NYC,1140192,1407,34717,12
02/26/2022,TX,6545177,5061,83437,166
01/31/2022,AK,209564,4323,1052,0
03/15/2020,GA,191,52,1,0
12/14/2021,CO,869363,1561,9740,70
03/03/2021,HI,27549,17,438,2
02/09/2021,FL,1758518,7436,30136,164
02/28/2022,GA,2465056,2393,35415,99
09/06/2021,UT,472921,1164,2677,6
09/24/2020,AS,0,0,0,0
03/27/2022,PR,479469,256,4159,0
05/06/2020,AR,3611,115,87,4
10/27/2020,AK,13780,388,105,3
05/18/2020,TX,48693,909,1581,22
12/18/2020,GA,576537,8141,10332,38
07/07/2021,UT,417653,394,2387,2
04/19/2021,UT,392957,200,2166,2
03/30/2020,WV,145,21,1,0
11/21/2020,KS,134533,0,1410,0
01/24/2020,WV,0,0,0,0
04/19/2020,AK,319,5,9,0
09/30/2021,KS,410118,1184,6051,0
08/09/2021,WV,170199,347,2972,3
09/14/2020,NYC,240787,227,23461,4
06/01/2020,KS,10011,292,217,9
07/17/2021,KS,323651,266,5197,0
02/16/2020,OK,1,0,0,0
09/24/2021,FL,3560272,7236,57582,226
03/31/2020,NYC,53869,3623,1744,353
02/03/2022,AR,790223,4213,9733,43
05/19/2021,AS,0,0,0,0
05/31/2020,AK,463,28,13,1
03/17/2020,CO,181,34,2,1
07/05/2020,UT,25500,498,185,4
02/07/2021,PW,0,0,0,0
02/13/2021,GA,962808,3823,15850,142
10/19/2021,CO,719705,1897,7949,32
04/28/2020,FL,31983,342,1366,49
01/26/2020,MP,0,0,0,0
11/27/2021,NYC,1153834,0,34794,0
01/26/2020,HI,0,0,0,0
03/05/2020,UT,0,0,0,0
03/21/2020,TX,235,60,11,2
07/05/2021,AS,0,0,0,0
11/25/2021,NYC,1153834,3049,34794,19
10/11/2020,FL,718938,1550,16898,58
04/11/2021,AS,0,0,0,0
03/11/2021,AS,4,0,0,0
08/13/2020,UT,46155,433,357,4
11/09/2021,GA,1643945,2909,29647,164
11/17/2020,AK,24059,641,160,1
02/29/2020,TX,0,0,0,0
04/15/2021,TX,2833504,3362,49357,36
02/25/2020,PW,0,0,0,0
04/30/2020,HI,607,1,16,0
12/09/2021,MP,1514,332,5,0
02/10/2021,WV,125951,429,2175,25
03/01/2022,PR,473523,0,4114,0
04/07/2020,AK,213,22,7,0
12/01/2020,KS,157446,0,1560,0
12/10/2020,NYC,357000,3973,24251,23
08/27/2020,PW,0,0,0,0
07/02/2021,UT,416110,431,2378,3
02/06/2021,MP,133,0,2,0
12/06/2020,NYC,343764,3568,24163,26
06/18/2021,GA,1130404,321,21277,19
11/18/2020,OK,185716,3678,2452,42
09/10/2021,OK,580215,2903,8346,18
11/14/2020,MA,186142,3047,10355,27
03/02/2020,CO,1,1,0,0
10/17/2020,WV,19801,221,399,3
11/06/2021,KS,440303,0,6495,0
05/29/2021,TX,2943316,1081,50883,17
05/05/2020,FL,36725,583,1687,42
01/23/2022,AR,738638,3804,9510,12
10/14/2020,GA,356669,1576,7470,16
02/04/2021,OK,416150,1658,6377,37
03/20/2021,AR,328547,274,5533,4
05/26/2020,CO,25312,313,1350,19
07/18/2020,MA,106664,177,8437,13
11/08/2021,AR,516386,141,8508,11
03/19/2021,AS,4,0,0,0
12/09/2020,NYC,353027,4316,24228,20
10/16/2020,PR,29804,418,755,8
06/20/2020,MP,30,0,2,0
11/02/2021,OK,646136,0,10911,0
09/27/2020,TX,735132,1694,16754,38
08/29/2020,NYC,236260,295,23395,1
03/05/2021,WV,132964,287,2318,9
11/30/2021,HI,84760,75,1007,0
10/05/2020,PW,0,0,0,0
01/13/2022,PR,398333,13210,3473,27
01/27/2021,MP,132,0,2,0
10/20/2020,PR,30933,162,770,9
12/14/2020,AS,3,0,0,0
02/15/2021,AS,4,0,0,0
06/03/2020,UT,10737,384,117,4
12/04/2020,OK,235402,3237,3180,68
04/01/2021,NYC,856282,4156,31323,46
12/25/2020,PR,75546,863,1421,0
07/30/2020,TX,412107,8800,9718,266
03/22/2022,TX,6626632,5253,85568,55
11/14/2020,FL,865418,9846,18627,71
09/20/2020,CO,66695,504,2014,1
06/11/2020,MA,100504,346,7658,33
01/07/2021,HI,22133,287,297,0
02/25/2022,AR,818121,323,10425,44
02/22/2020,WV,0,0,0,0
07/28/2021,OK,478858,1806,7498,5
02/26/2021,UT,370084,651,1907,17
03/29/2021,MP,159,0,2,0
06/10/2021,HI,35522,61,502,0
12/19/2021,MA,1005470,0,19829,0
06/10/2020,UT,13048,344,131,3
09/07/2021,NYC,1045821,1100,33938,14
12/30/2021,PR,272290,14776,3305,7
03/10/2021,TX,2699589,4863,47416,101
01/06/2021,MP,125,0,2,0
02/23/2020,NYC,0,0,0,0
08/09/2020,KS,30638,0,380,0
08/08/2020,UT,44090,23,336,0
04/11/2020,NYC,114812,5265,9088,752
08/18/2020,UT,47785,298,371,6
02/07/2022,AS,18,0,0,0
03/30/2022,PR,480081,405,4166,3
09/17/2020,MP,61,0,2,0
04/02/2021,AS,0,0,0,0
12/23/2020,UT,257697,2612,1196,23
02/10/2021,PR,98163,289,1893,7
01/03/2021,NYC,454786,2115,25190,41
05/03/2021,PW,0,0,0,0
06/13/2021,MA,708875,39,17939,0
10/29/2020,OK,130543,1578,1896,31
06/21/2020,HI,802,4,17,0
02/14/2020,OK,1,0,0,0
06/24/2021,AK,68198,19,367,0
08/18/2020,GA,248712,3226,4794,67
01/27/2022,PR,450265,0,3773,0
02/26/2022,AS,84,0,0,0
12/25/2020,FL,1236130,5895,22405,116
06/02/2020,AR,7818,375,136,3
09/26/2020,TX,733438,4886,16716,67
06/07/2020,KS,10393,0,232,0
10/09/2021,UT,521281,1091,3001,7
04/01/2020,NYC,60084,6215,2155,411
10/18/2020,OK,115775,897,1650,20
11/12/2020,NYC,283748,2096,23820,8
09/21/2021,WV,225772,1337,3441,17
05/13/2021,UT,401669,418,2255,6
03/31/2020,AS,0,0,0,0
04/20/2020,CO,10297,316,448,27
11/06/2020,AS,0,0,0,0
07/15/2020,AK,1631,51,25,3
03/10/2022,MA,1679921,887,23732,24
07/21/2020,MA,107221,165,8477,17
12/23/2021,TX,4457359,12476,74092,89
08/22/2020,GA,260287,2755,5092,94
07/20/2021,AS,0,0,0,0
02/20/2022,PR,471720,488,4082,4
03/19/2020,WV,5,3,0,0
05/03/2020,OK,4711,41,264,8
12/31/2021,CO,945800,10728,10271,31
07/25/2021,AS,0,0,0,0
08/01/2021,KS,334067,567,5261,3
02/24/2021,GA,994061,3240,17064,137
07/12/2021,TX,3007562,537,51519,0
04/30/2021,AK,65409,143,341,0
09/12/2020,AS,0,0,0,0
03/14/2021,TX,2718383,2628,47724,64
08/23/2020,PW,0,0,0,0
01/15/2022,AK,172329,0,955,0
12/31/2020,NYC,442472,6218,25061,54
11/08/2021,WV,278578,407,4548,30
07/04/2020,AK,1114,49,18,0
01/01/2021,TX,1772483,16311,31558,276
09/22/2021,UT,497428,1724,2841,12
08/06/2021,UT,438479,894,2494,8
11/25/2021,MA,904407,0,19329,0
10/12/2021,OK,629512,1214,9427,23
12/15/2021,FL,3760185,8003,62580,21
06/19/2020,AR,14631,703,214,6
08/30/2021,NYC,1033429,1524,33836,16
04/23/2021,TX,2860489,3472,49683,45
03/02/2020,FL,2,2,0,0
01/27/2021,UT,340684,2009,1620,7
06/29/2021,FL,2335249,2499,38001,30
11/04/2021,GA,1639896,1290,29393,83
12/19/2020,MA,319270,4344,11810,60
02/10/2022,FL,5732281,9804,70260,174
09/02/2020,AK,5390,65,53,1
04/21/2020,WV,914,12,26,2
04/04/2020,AR,743,5,14,2
07/12/2020,MA,105629,172,8350,16
05/18/2020,AR,4813,54,100,2
07/21/2020,PW,0,0,0,0
11/24/2021,NYC,1150785,0,34775,0
07/02/2020,WV,3053,74,93,0
08/28/2020,FL,603653,3073,13727,138
06/24/2020,CO,31906,257,1667,2
02/13/2020,PW,0,0,0,0
01/25/2021,MP,132,0,2,0
02/22/2021,FL,1838192,5593,31661,108
